"contact","CIN","current_index","difference","total","month","year"
"John Hubbard","12344011",10780,428,214,12,2021
"John Hubbard","12344011",10352,385,192.5,11,2021
"John Hubbard","12344011",9967,407,203.5,10,2021
"John Hubbard","12344011",9560,308,154,9,2021
"John Hubbard","12344011",9252,411,205.5,8,2021
"John Hubbard","12344011",8841,569,284.5,7,2021
"John Hubbard","12344011",8272,419,209.5,6,2021
"John Hubbard","12344011",7853,547,273.5,5,2021
"John Hubbard","12344011",7306,597,298.5,4,2021
"John Hubbard","12344011",6709,514,257,3,2021
"John Hubbard","12344011",6195,336,168,2,2021
"John Hubbard","12344011",5859,542,271,1,2021
"John Hubbard","12344011",5317,354,177,12,2020
"John Hubbard","12344011",4963,398,199,11,2020
"John Hubbard","12344011",4565,449,224.5,10,2020
"John Hubbard","12344011",4116,359,179.5,9,2020
"John Hubbard","12344011",3757,524,262,8,2020
"John Hubbard","12344011",3233,597,298.5,7,2020
"John Hubbard","12344011",2636,325,162.5,6,2020
"John Hubbard","12344011",2311,400,200,5,2020
"John Hubbard","12344011",1911,585,292.5,4,2020
"John Hubbard","12344011",1326,524,262,3,2020
"John Hubbard","12344011",802,502,251,2,2020
"John Hubbard","12344011",300,300,150,1,2020
"John Hawkins","12344010",31470,444,222,8,2025
"John Hawkins","12344010",31026,576,288,7,2025
"John Hawkins","12344010",30450,531,265.5,6,2025
"John Hawkins","12344010",29919,594,297,5,2025
"John Hawkins","12344010",29325,378,189,4,2025
"John Hawkins","12344010",28947,565,282.5,3,2025
"John Hawkins","12344010",28382,351,175.5,2,2025
"John Hawkins","12344010",28031,532,266,1,2025
"John Hawkins","12344010",27499,431,215.5,12,2024
"John Hawkins","12344010",27068,565,282.5,11,2024
"John Hawkins","12344010",26503,385,192.5,10,2024
"John Hawkins","12344010",26118,480,240,9,2024
"John Hawkins","12344010",25638,434,217,8,2024
"John Hawkins","12344010",25204,529,264.5,7,2024
"John Hawkins","12344010",24675,588,294,6,2024
"John Hawkins","12344010",24087,304,152,5,2024
"John Hawkins","12344010",23783,346,173,4,2024
"John Hawkins","12344010",23437,513,256.5,3,2024
"John Hawkins","12344010",22924,341,170.5,2,2024
"John Hawkins","12344010",22583,567,283.5,1,2024
"John Hawkins","12344010",22016,467,233.5,12,2023
"John Hawkins","12344010",21549,524,262,11,2023
"John Hawkins","12344010",21025,334,167,10,2023
"John Hawkins","12344010",20691,594,297,9,2023
"John Hawkins","12344010",20097,557,278.5,8,2023
"John Hawkins","12344010",19540,404,202,7,2023
"John Hawkins","12344010",19136,589,294.5,6,2023
"John Hawkins","12344010",18547,544,272,5,2023
"John Hawkins","12344010",18003,441,220.5,4,2023
"John Hawkins","12344010",17562,529,264.5,3,2023
"John Hawkins","12344010",17033,568,284,2,2023
"John Hawkins","12344010",16465,418,209,1,2023
"John Hawkins","12344010",16047,356,178,12,2022
"John Hawkins","12344010",15691,483,241.5,11,2022
"John Hawkins","12344010",15208,554,277,10,2022
"John Hawkins","12344010",14654,569,284.5,9,2022
"John Hawkins","12344010",14085,486,243,8,2022
"John Hawkins","12344010",13599,429,214.5,7,2022
"John Hawkins","12344010",13170,557,278.5,6,2022
"John Hawkins","12344010",12613,337,168.5,5,2022
"John Hawkins","12344010",12276,405,202.5,4,2022
"John Hawkins","12344010",11871,420,210,3,2022
"John Hawkins","12344010",11451,418,209,2,2022
"John Hawkins","12344010",11033,444,222,1,2022
"John Hawkins","12344010",10589,411,205.5,12,2021
"John Hawkins","12344010",10178,489,244.5,11,2021
"John Hawkins","12344010",9689,512,256,10,2021
"John Hawkins","12344010",9177,542,271,9,2021
"John Hawkins","12344010",8635,548,274,8,2021
"John Hawkins","12344010",8087,480,240,7,2021
"John Hawkins","12344010",7607,358,179,6,2021
"John Hawkins","12344010",7249,442,221,5,2021
"John Hawkins","12344010",6807,465,232.5,4,2021
"John Hawkins","12344010",6342,507,253.5,3,2021
"John Hawkins","12344010",5835,451,225.5,2,2021
"John Hawkins","12344010",5384,315,157.5,1,2021
"John Hawkins","12344010",5069,409,204.5,12,2020
"John Hawkins","12344010",4660,324,162,11,2020
"John Hawkins","12344010",4336,541,270.5,10,2020
"John Hawkins","12344010",3795,432,216,9,2020
"John Hawkins","12344010",3363,475,237.5,8,2020
"John Hawkins","12344010",2888,339,169.5,7,2020
"John Hawkins","12344010",2549,444,222,6,2020
"John Hawkins","12344010",2105,552,276,5,2020
"John Hawkins","12344010",1553,307,153.5,4,2020
"John Hawkins","12344010",1246,391,195.5,3,2020
"John Hawkins","12344010",855,555,277.5,2,2020
"John Hawkins","12344010",300,300,150,1,2020
"John Garcia","12344009",30726,376,188,8,2025
"John Garcia","12344009",30350,497,248.5,7,2025
"John Garcia","12344009",29853,563,281.5,6,2025
"John Garcia","12344009",29290,453,226.5,5,2025
"John Garcia","12344009",28837,591,295.5,4,2025
"John Garcia","12344009",28246,474,237,3,2025
"John Garcia","12344009",27772,420,210,2,2025
"John Garcia","12344009",27352,550,275,1,2025
"John Garcia","12344009",26802,442,221,12,2024
"John Garcia","12344009",26360,359,179.5,11,2024
"John Garcia","12344009",26001,462,231,10,2024
"John Garcia","12344009",25539,345,172.5,9,2024
"John Garcia","12344009",25194,477,238.5,8,2024
"John Garcia","12344009",24717,301,150.5,7,2024
"John Garcia","12344009",24416,567,283.5,6,2024
"John Garcia","12344009",23849,393,196.5,5,2024
"John Garcia","12344009",23456,457,228.5,4,2024
"John Garcia","12344009",22999,582,291,3,2024
"John Garcia","12344009",22417,560,280,2,2024
"John Garcia","12344009",21857,448,224,1,2024
"John Garcia","12344009",21409,391,195.5,12,2023
"John Garcia","12344009",21018,441,220.5,11,2023
"John Garcia","12344009",20577,306,153,10,2023
"John Garcia","12344009",20271,410,205,9,2023
"John Garcia","12344009",19861,502,251,8,2023
"John Garcia","12344009",19359,327,163.5,7,2023
"John Garcia","12344009",19032,549,274.5,6,2023
"John Garcia","12344009",18483,428,214,5,2023
"John Garcia","12344009",18055,570,285,4,2023
"John Garcia","12344009",17485,480,240,3,2023
"John Garcia","12344009",17005,512,256,2,2023
"John Garcia","12344009",16493,509,254.5,1,2023
"John Garcia","12344009",15984,388,194,12,2022
"John Garcia","12344009",15596,374,187,11,2022
"John Garcia","12344009",15222,430,215,10,2022
"John Garcia","12344009",14792,475,237.5,9,2022
"John Garcia","12344009",14317,456,228,8,2022
"John Garcia","12344009",13861,336,168,7,2022
"John Garcia","12344009",13525,422,211,6,2022
"John Garcia","12344009",13103,548,274,5,2022
"John Garcia","12344009",12555,551,275.5,4,2022
"John Garcia","12344009",12004,339,169.5,3,2022
"John Garcia","12344009",11665,585,292.5,2,2022
"John Garcia","12344009",11080,532,266,1,2022
"John Garcia","12344009",10548,500,250,12,2021
"John Garcia","12344009",10048,398,199,11,2021
"John Garcia","12344009",9650,337,168.5,10,2021
"John Garcia","12344009",9313,435,217.5,9,2021
"John Garcia","12344009",8878,510,255,8,2021
"John Garcia","12344009",8368,493,246.5,7,2021
"John Garcia","12344009",7875,469,234.5,6,2021
"John Garcia","12344009",7406,530,265,5,2021
"John Garcia","12344009",6876,452,226,4,2021
"John Garcia","12344009",6424,451,225.5,3,2021
"John Garcia","12344009",5973,307,153.5,2,2021
"John Garcia","12344009",5666,325,162.5,1,2021
"John Garcia","12344009",5341,508,254,12,2020
"John Garcia","12344009",4833,359,179.5,11,2020
"John Garcia","12344009",4474,540,270,10,2020
"John Garcia","12344009",3934,319,159.5,9,2020
"John Garcia","12344009",3615,579,289.5,8,2020
"John Garcia","12344009",3036,309,154.5,7,2020
"John Garcia","12344009",2727,469,234.5,6,2020
"John Garcia","12344009",2258,472,236,5,2020
"John Garcia","12344009",1786,568,284,4,2020
"John Garcia","12344009",1218,431,215.5,3,2020
"John Garcia","12344009",787,487,243.5,2,2020
"John Garcia","12344009",300,300,150,1,2020
"John Davis","12344008",29242,509,254.5,8,2025
"John Davis","12344008",28733,441,220.5,7,2025
"John Davis","12344008",28292,359,179.5,6,2025
"John Davis","12344008",27933,581,290.5,5,2025
"John Davis","12344008",27352,494,247,4,2025
"John Davis","12344008",26858,520,260,3,2025
"John Davis","12344008",26338,480,240,2,2025
"John Davis","12344008",25858,540,270,1,2025
"John Davis","12344008",25318,331,165.5,12,2024
"John Davis","12344008",24987,433,216.5,11,2024
"John Davis","12344008",24554,348,174,10,2024
"John Davis","12344008",24206,505,252.5,9,2024
"John Davis","12344008",23701,513,256.5,8,2024
"John Davis","12344008",23188,480,240,7,2024
"John Davis","12344008",22708,436,218,6,2024
"John Davis","12344008",22272,300,150,5,2024
"John Davis","12344008",21972,460,230,4,2024
"John Davis","12344008",21512,455,227.5,3,2024
"John Davis","12344008",21057,332,166,2,2024
"John Davis","12344008",20725,468,234,1,2024
"John Davis","12344008",20257,488,244,12,2023
"John Davis","12344008",19769,392,196,11,2023
"John Davis","12344008",19377,534,267,10,2023
"John Davis","12344008",18843,555,277.5,9,2023
"John Davis","12344008",18288,558,279,8,2023
"John Davis","12344008",17730,418,209,7,2023
"John Davis","12344008",17312,561,280.5,6,2023
"John Davis","12344008",16751,344,172,5,2023
"John Davis","12344008",16407,507,253.5,4,2023
"John Davis","12344008",15900,498,249,3,2023
"John Davis","12344008",15402,448,224,2,2023
"John Davis","12344008",14954,303,151.5,1,2023
"John Davis","12344008",14651,533,266.5,12,2022
"John Davis","12344008",14118,364,182,11,2022
"John Davis","12344008",13754,402,201,10,2022
"John Davis","12344008",13352,432,216,9,2022
"John Davis","12344008",12920,375,187.5,8,2022
"John Davis","12344008",12545,583,291.5,7,2022
"John Davis","12344008",11962,321,160.5,6,2022
"John Davis","12344008",11641,334,167,5,2022
"John Davis","12344008",11307,407,203.5,4,2022
"John Davis","12344008",10900,514,257,3,2022
"John Davis","12344008",10386,398,199,2,2022
"John Davis","12344008",9988,387,193.5,1,2022
"John Davis","12344008",9601,449,224.5,12,2021
"John Davis","12344008",9152,366,183,11,2021
"John Davis","12344008",8786,312,156,10,2021
"John Davis","12344008",8474,367,183.5,9,2021
"John Davis","12344008",8107,311,155.5,8,2021
"John Davis","12344008",7796,597,298.5,7,2021
"John Davis","12344008",7199,309,154.5,6,2021
"John Davis","12344008",6890,419,209.5,5,2021
"John Davis","12344008",6471,423,211.5,4,2021
"John Davis","12344008",6048,382,191,3,2021
"John Davis","12344008",5666,548,274,2,2021
"John Davis","12344008",5118,363,181.5,1,2021
"John Davis","12344008",4755,321,160.5,12,2020
"John Davis","12344008",4434,317,158.5,11,2020
"John Davis","12344008",4117,369,184.5,10,2020
"John Davis","12344008",3748,411,205.5,9,2020
"John Davis","12344008",3337,394,197,8,2020
"John Davis","12344008",2943,556,278,7,2020
"John Davis","12344008",2387,480,240,6,2020
"John Davis","12344008",1907,399,199.5,5,2020
"John Davis","12344008",1508,411,205.5,4,2020
"John Davis","12344008",1097,431,215.5,3,2020
"John Davis","12344008",666,366,183,2,2020
"John Davis","12344008",300,300,150,1,2020
"John Brown MD","12344007",29673,580,290,8,2025
"John Brown MD","12344007",29093,593,296.5,7,2025
"John Brown MD","12344007",28500,530,265,6,2025
"John Brown MD","12344007",27970,380,190,5,2025
"John Brown MD","12344007",27590,468,234,4,2025
"John Brown MD","12344007",27122,329,164.5,3,2025
"John Brown MD","12344007",26793,431,215.5,2,2025
"John Brown MD","12344007",26362,361,180.5,1,2025
"John Brown MD","12344007",26001,495,247.5,12,2024
"John Brown MD","12344007",25506,308,154,11,2024
"John Brown MD","12344007",25198,341,170.5,10,2024
"John Brown MD","12344007",24857,377,188.5,9,2024
"John Brown MD","12344007",24480,537,268.5,8,2024
"John Brown MD","12344007",23943,389,194.5,7,2024
"John Brown MD","12344007",23554,558,279,6,2024
"John Brown MD","12344007",22996,410,205,5,2024
"John Brown MD","12344007",22586,425,212.5,4,2024
"John Brown MD","12344007",22161,361,180.5,3,2024
"John Brown MD","12344007",21800,536,268,2,2024
"John Brown MD","12344007",21264,363,181.5,1,2024
"John Brown MD","12344007",20901,472,236,12,2023
"John Brown MD","12344007",20429,429,214.5,11,2023
"John Brown MD","12344007",20000,592,296,10,2023
"John Brown MD","12344007",19408,366,183,9,2023
"John Brown MD","12344007",19042,416,208,8,2023
"John Brown MD","12344007",18626,515,257.5,7,2023
"John Brown MD","12344007",18111,571,285.5,6,2023
"John Brown MD","12344007",17540,320,160,5,2023
"John Brown MD","12344007",17220,487,243.5,4,2023
"John Brown MD","12344007",16733,481,240.5,3,2023
"John Brown MD","12344007",16252,307,153.5,2,2023
"John Brown MD","12344007",15945,404,202,1,2023
"John Brown MD","12344007",15541,448,224,12,2022
"John Brown MD","12344007",15093,313,156.5,11,2022
"John Brown MD","12344007",14780,408,204,10,2022
"John Brown MD","12344007",14372,439,219.5,9,2022
"John Brown MD","12344007",13933,510,255,8,2022
"John Brown MD","12344007",13423,336,168,7,2022
"John Brown MD","12344007",13087,311,155.5,6,2022
"John Brown MD","12344007",12776,478,239,5,2022
"John Brown MD","12344007",12298,352,176,4,2022
"John Brown MD","12344007",11946,453,226.5,3,2022
"John Brown MD","12344007",11493,326,163,2,2022
"John Brown MD","12344007",11167,322,161,1,2022
"John Brown MD","12344007",10845,361,180.5,12,2021
"John Brown MD","12344007",10484,322,161,11,2021
"John Brown MD","12344007",10162,584,292,10,2021
"John Brown MD","12344007",9578,368,184,9,2021
"John Brown MD","12344007",9210,462,231,8,2021
"John Brown MD","12344007",8748,308,154,7,2021
"John Brown MD","12344007",8440,585,292.5,6,2021
"John Brown MD","12344007",7855,573,286.5,5,2021
"John Brown MD","12344007",7282,384,192,4,2021
"John Brown MD","12344007",6898,577,288.5,3,2021
"John Brown MD","12344007",6321,595,297.5,2,2021
"John Brown MD","12344007",5726,461,230.5,1,2021
"John Brown MD","12344007",5265,350,175,12,2020
"John Brown MD","12344007",4915,543,271.5,11,2020
"John Brown MD","12344007",4372,397,198.5,10,2020
"John Brown MD","12344007",3975,446,223,9,2020
"John Brown MD","12344007",3529,585,292.5,8,2020
"John Brown MD","12344007",2944,382,191,7,2020
"John Brown MD","12344007",2562,447,223.5,6,2020
"John Brown MD","12344007",2115,367,183.5,5,2020
"John Brown MD","12344007",1748,494,247,4,2020
"John Brown MD","12344007",1254,527,263.5,3,2020
"John Brown MD","12344007",727,427,213.5,2,2020
"John Brown MD","12344007",300,300,150,1,2020
"John Adams","12344006",29332,323,161.5,8,2025
"John Adams","12344006",29009,574,287,7,2025
"John Adams","12344006",28435,564,282,6,2025
"John Adams","12344006",27871,502,251,5,2025
"John Adams","12344006",27369,495,247.5,4,2025
"John Adams","12344006",26874,351,175.5,3,2025
"John Adams","12344006",26523,518,259,2,2025
"John Adams","12344006",26005,331,165.5,1,2025
"John Adams","12344006",25674,595,297.5,12,2024
"John Adams","12344006",25079,347,173.5,11,2024
"John Adams","12344006",24732,555,277.5,10,2024
"John Adams","12344006",24177,407,203.5,9,2024
"John Adams","12344006",23770,440,220,8,2024
"John Adams","12344006",23330,433,216.5,7,2024
"John Adams","12344006",22897,359,179.5,6,2024
"John Adams","12344006",22538,504,252,5,2024
"John Adams","12344006",22034,337,168.5,4,2024
"John Adams","12344006",21697,556,278,3,2024
"John Adams","12344006",21141,344,172,2,2024
"John Adams","12344006",20797,421,210.5,1,2024
"John Adams","12344006",20376,533,266.5,12,2023
"John Adams","12344006",19843,373,186.5,11,2023
"John Adams","12344006",19470,478,239,10,2023
"John Adams","12344006",18992,543,271.5,9,2023
"John Adams","12344006",18449,541,270.5,8,2023
"John Adams","12344006",17908,554,277,7,2023
"John Adams","12344006",17354,348,174,6,2023
"John Adams","12344006",17006,332,166,5,2023
"John Adams","12344006",16674,428,214,4,2023
"John Adams","12344006",16246,397,198.5,3,2023
"John Adams","12344006",15849,578,289,2,2023
"John Adams","12344006",15271,488,244,1,2023
"John Adams","12344006",14783,519,259.5,12,2022
"John Adams","12344006",14264,522,261,11,2022
"John Adams","12344006",13742,313,156.5,10,2022
"John Adams","12344006",13429,419,209.5,9,2022
"John Adams","12344006",13010,474,237,8,2022
"John Adams","12344006",12536,516,258,7,2022
"John Adams","12344006",12020,316,158,6,2022
"John Adams","12344006",11704,389,194.5,5,2022
"John Adams","12344006",11315,566,283,4,2022
"John Adams","12344006",10749,515,257.5,3,2022
"John Adams","12344006",10234,475,237.5,2,2022
"John Adams","12344006",9759,391,195.5,1,2022
"John Adams","12344006",9368,417,208.5,12,2021
"John Adams","12344006",8951,339,169.5,11,2021
"John Adams","12344006",8612,329,164.5,10,2021
"John Adams","12344006",8283,396,198,9,2021
"John Adams","12344006",7887,306,153,8,2021
"John Adams","12344006",7581,413,206.5,7,2021
"John Adams","12344006",7168,482,241,6,2021
"John Adams","12344006",6686,512,256,5,2021
"John Adams","12344006",6174,323,161.5,4,2021
"John Adams","12344006",5851,401,200.5,3,2021
"John Adams","12344006",5450,466,233,2,2021
"John Adams","12344006",4984,415,207.5,1,2021
"John Adams","12344006",4569,343,171.5,12,2020
"John Adams","12344006",4226,341,170.5,11,2020
"John Adams","12344006",3885,307,153.5,10,2020
"John Adams","12344006",3578,301,150.5,9,2020
"John Adams","12344006",3277,410,205,8,2020
"John Adams","12344006",2867,317,158.5,7,2020
"John Adams","12344006",2550,541,270.5,6,2020
"John Adams","12344006",2009,399,199.5,5,2020
"John Adams","12344006",1610,362,181,4,2020
"John Adams","12344006",1248,572,286,3,2020
"John Adams","12344006",676,376,188,2,2020
"John Adams","12344006",300,300,150,1,2020
"Johan Cruyff","12344005",30858,556,278,8,2025
"Johan Cruyff","12344005",30302,352,176,7,2025
"Johan Cruyff","12344005",29950,590,295,6,2025
"Johan Cruyff","12344005",29360,590,295,5,2025
"Johan Cruyff","12344005",28770,365,182.5,4,2025
"Johan Cruyff","12344005",28405,532,266,3,2025
"Johan Cruyff","12344005",27873,387,193.5,2,2025
"Johan Cruyff","12344005",27486,325,162.5,1,2025
"Johan Cruyff","12344005",27161,443,221.5,12,2024
"Johan Cruyff","12344005",26718,394,197,11,2024
"Johan Cruyff","12344005",26324,569,284.5,10,2024
"Johan Cruyff","12344005",25755,578,289,9,2024
"Johan Cruyff","12344005",25177,361,180.5,8,2024
"Johan Cruyff","12344005",24816,487,243.5,7,2024
"Johan Cruyff","12344005",24329,418,209,6,2024
"Johan Cruyff","12344005",23911,346,173,5,2024
"Johan Cruyff","12344005",23565,501,250.5,4,2024
"Johan Cruyff","12344005",23064,573,286.5,3,2024
"Johan Cruyff","12344005",22491,416,208,2,2024
"Johan Cruyff","12344005",22075,488,244,1,2024
"Johan Cruyff","12344005",21587,342,171,12,2023
"Johan Cruyff","12344005",21245,506,253,11,2023
"Johan Cruyff","12344005",20739,517,258.5,10,2023
"Johan Cruyff","12344005",20222,498,249,9,2023
"Johan Cruyff","12344005",19724,505,252.5,8,2023
"Johan Cruyff","12344005",19219,373,186.5,7,2023
"Johan Cruyff","12344005",18846,382,191,6,2023
"Johan Cruyff","12344005",18464,353,176.5,5,2023
"Johan Cruyff","12344005",18111,402,201,4,2023
"Johan Cruyff","12344005",17709,439,219.5,3,2023
"Johan Cruyff","12344005",17270,514,257,2,2023
"Johan Cruyff","12344005",16756,566,283,1,2023
"Johan Cruyff","12344005",16190,590,295,12,2022
"Johan Cruyff","12344005",15600,381,190.5,11,2022
"Johan Cruyff","12344005",15219,357,178.5,10,2022
"Johan Cruyff","12344005",14862,449,224.5,9,2022
